0,1,2,3,4,5,6,7,8,9
0.026929094556,0.0576427911341,0.211337150943,0.270688543929,0.313931342036,0.406721270666,0.523415401875,0.627015118671,0.732423195679,0.930359953569
0.0277072921082,0.0514600156929,0.197438087875,0.276089180512,0.312117292734,0.413335558014,0.523712839156,0.618032909468,0.72496361231,0.926487045694
0.0216303592359,0.054648455659,0.204793275039,0.282600872291,0.309548851366,0.406745616527,0.5142125549,0.623430514474,0.734780716237,0.936949175381
0.0248048714805,0.0517248318884,0.200728123901,0.280419656352,0.314586545021,0.402218828478,0.521893600379,0.617500968355,0.725342927023,0.926501043986
0.0167417227967,0.0555960851108,0.197642862054,0.280740408369,0.308651593818,0.412341416829,0.52131358652,0.61798897787,0.725077168989,0.929219291647
0.0277131809281,0.0653149679044,0.213486296365,0.287411744995,0.287646643098,0.418924340416,0.516584233027,0.641212378232,0.740635325309,0.960667299848
0.0193078687536,0.0546342875449,0.204447014947,0.278731507877,0.309439333317,0.407540258222,0.517771426474,0.613966202003,0.727076241498,0.923708331264
0.0193270690774,0.0522851514175,0.20253162093,0.281896854119,0.306365805398,0.404900831307,0.520410425807,0.618204758532,0.726491976486,0.923552081611
0.0294531583005,0.0483594361835,0.20652174075,0.26925112435,0.31285436169,0.415349834907,0.527557411666,0.628976383354,0.714358786321,0.936525119283
0.0184852112623,0.0575192082651,0.208010754764,0.280494782737,0.307106206828,0.406196200076,0.520039727172,0.618168036704,0.726544934648,0.923808126447
0.0186196904942,0.0573038715402,0.208147576645,0.280199611129,0.306708806219,0.405859759958,0.520026339866,0.617702902429,0.726122382487,0.923272186757
0.0278345897467,0.0530516438007,0.208789939093,0.277596316852,0.307343979697,0.417553451434,0.518112204411,0.619097074643,0.718059308873,0.944748676625
0.0204889565905,0.0529669693638,0.204538190271,0.279121781302,0.306965789506,0.404078091442,0.520861693991,0.613093369045,0.727937377597,0.924339453682
0.0365240608625,0.073093417022,0.220554683844,0.258040741859,0.302752778273,0.414908955393,0.505563485055,0.639764891824,0.732105102926,0.940774270265
0.0231045495155,0.0524889178127,0.205966936799,0.278111313927,0.308272737642,0.403034396598,0.519689614072,0.619674721274,0.725423668076,0.923332185769
0.0198004177915,0.0559504246145,0.203902945085,0.278471805788,0.307388621217,0.403466895906,0.522177119555,0.618043538782,0.722859002851,0.922462403252
0.0245276006176,0.0540404778775,0.202053563365,0.280800384765,0.311531090023,0.408389147101,0.515450615752,0.619053947029,0.719450387522,0.925082939155
0.0205716892451,0.0590945689473,0.198878037986,0.279057591217,0.310471234312,0.411203936548,0.523723142029,0.621200002001,0.731887630012,0.929307864481
0.022751286994,0.0591086828641,0.196789643792,0.279271466145,0.305250791401,0.412317786148,0.528360524116,0.62010445369,0.721895680688,0.927455001819
0.0210858304741,0.0582462773376,0.203520857403,0.276408878674,0.311749486432,0.414535723605,0.515558193057,0.615780956931,0.728855553686,0.930218386928
0.0188861284243,0.054089999262,0.205073167069,0.279494531148,0.306123780981,0.406775942276,0.519323174023,0.620567028946,0.721630054778,0.925144612939
0.021961510554,0.056636351654,0.201481504836,0.280915402019,0.307591362582,0.407202183302,0.516313063007,0.622190414519,0.724009548189,0.922080835817
0.022538217865,0.0502043612186,0.198079014603,0.274914518694,0.307816953258,0.413311784053,0.511369983827,0.627908824886,0.72620367685,0.927265395681
0.0183849108702,0.0567837838145,0.207054051584,0.280695442557,0.307214466716,0.406225914611,0.519749545384,0.617053753059,0.726925891692,0.924724136519
0.0232213305017,0.0565836515158,0.198690516518,0.277591892769,0.314419053151,0.413027992902,0.51717818156,0.622155528833,0.724870042277,0.925649926281
0.0221679953853,0.0577502399863,0.206137952104,0.28322562013,0.302099427875,0.414554419488,0.516206890897,0.628080955821,0.731125003172,0.938351162423
0.0304838875778,0.0650760150131,0.224217085018,0.285841255276,0.291056219957,0.423264322073,0.510034527968,0.620441465232,0.732857320521,0.942956560106
0.0205414464371,0.0535129725285,0.203314753095,0.279475521685,0.309273695358,0.408647430283,0.518403655274,0.617156497433,0.727136103737,0.923230063912
