0.1944,0.4746,0.7928,0.8368,0.5032,0.6612,0.5528,0.692,0.2744,0.4508,0.4321,0.2764,0.812,0.7884,0.6448,0.472,0.8126,0.4276,0.6066,0.7149,0.4316,0.4564,0.5814,0.5585,0.8122,0.4719,0.6095,0.2864,0.4903,0.696,0.4552,0.4292,0.67,0.6474,0.7292,0.5878,0.7532,0.4664,0.3764,0.6678,0.3978,0.4036,0.7168,0.7037,0.7069,0.5271,0.685,0.4372,0.4736,0.6438,10.1766,18.6453,32.6768,35.3923,35.5219
0.8156,0.2548,0.5413,0.4151,1.0795,0.2842,0.9901,-0.0527,0.8248,1.0534,0.42,0.6675,0.42,0.4076,0.9067,0.6231,0.4838,0.3591,0.1932,0.5937,0.4219,0.3835,0.7851,0.7714,0.6411,0.6269,0.808,0.5866,0.3724,0.6228,0.3995,0.4043,0.7154,0.702,0.7076,0.5289,0.6869,0.4381,0.4708,0.6445,0.3995,0.4043,0.7154,0.702,0.7076,0.5289,0.6869,0.4381,0.4708,0.6445,0.2282,12.6795,26.1598,35.6264,35.6264
0.373,0.47,0.6816,0.678,0.7041,0.5924,0.6434,0.4964,0.3577,0.5932,0.3591,0.0198,1.202,1.1943,0.3493,0.4784,1.0463,0.6891,0.7783,0.676,0.3346,0.5028,0.5589,0.5553,0.8235,0.4123,0.4293,0.2259,0.542,0.6356,0.3739,0.468,0.6826,0.6788,0.7042,0.5904,0.6448,0.4946,0.3612,0.5948,0.349,0.5298,0.6508,0.6562,0.7009,0.6502,0.6039,0.5494,0.2548,0.5466,39.7232,5.6547,23.6361,39.6649,72.4485
0.3496,0.5282,0.6515,0.6568,0.701,0.6487,0.6049,0.548,0.2575,0.5478,0.3554,0.4423,0.7177,0.7174,0.6743,0.5765,0.6475,0.5048,0.3944,0.5901,0.4034,0.4666,0.9147,0.9267,0.4344,1.027,1.025,1.1262,-0.1328,0.439,0.3261,0.5867,0.6214,0.6354,0.6979,0.7054,0.5662,0.6,0.1567,0.5022,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,71.0398,36.8065,30.5805,74.1005,75.2623
0.3042,0.6411,0.5933,0.6155,0.695,0.758,0.5302,0.6483,0.0631,0.4598,0.3045,0.6939,0.5498,0.5743,0.7156,0.8009,0.506,0.6703,-0.0196,0.4372,0.3432,0.5599,0.6859,0.6994,0.6402,0.7752,0.667,0.7147,0.0942,0.4888,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,27.6863,13.2586,30.2457,75.2623,75.2623
0.3851,0.4551,0.7373,0.7349,0.6488,0.669,0.7321,0.6146,0.2803,0.5723,0.4395,0.1966,0.9442,0.9192,0.5658,0.5014,0.9305,0.5369,0.6342,0.7054,0.35,0.5122,0.6113,0.6107,0.7584,0.5414,0.536,0.4011,0.3891,0.5932,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,31.2394,10.2613,41.6748,75.2623,75.2623
0.2487,0.741,0.4201,0.4489,0.8316,0.6243,0.2646,0.4039,0.1523,0.4644,0.2898,0.7162,0.4744,0.4975,0.7893,0.7039,0.3902,0.5174,0.0764,0.4637,0.3092,0.6397,0.6301,0.6546,0.653,0.8248,0.5902,0.7456,-0.0118,0.4364,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.6448,7.9075,20.6321,75.2623,75.2623
0.4473,0.4114,0.9204,0.9178,0.4685,0.9543,1.0632,1.0358,-0.017,0.5052,0.4108,0.3436,0.9777,0.9791,0.4337,0.8666,1.039,0.9804,0.1276,0.5219,0.4707,0.2588,0.9565,0.9343,0.5201,0.6946,1.0426,0.7564,0.3742,0.6428,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,60.1807,30.1693,5.0262,75.2623,75.2623
0.3385,0.5683,0.6514,0.6636,0.6754,0.7287,0.6159,0.6418,0.1417,0.5034,0.2949,0.6855,0.477,0.4956,0.8053,0.6437,0.3799,0.4493,0.164,0.4949,0.2027,0.8793,0.3164,0.3611,0.8646,0.7099,0.1416,0.4495,-0.0318,0.3829,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,65.7755,12.1292,0.5824,75.2623,75.2623
0.3149,0.6023,0.5932,0.6086,0.7202,0.6798,0.519,0.5565,0.1761,0.503,0.3695,0.4314,0.8411,0.8483,0.5366,0.7839,0.8398,0.813,0.1664,0.5172,0.4522,0.2694,0.9563,0.9388,0.5107,0.7003,1.0203,0.7674,0.3618,0.6262,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,53.6194,37.9472,4.6904,75.2623,75.2623
0.3381,0.5688,0.6505,0.6628,0.676,0.7279,0.6144,0.6405,0.1422,0.5034,0.2782,0.7793,0.3503,0.3718,0.8973,0.6162,0.2386,0.3445,0.1352,0.4846,0.2541,0.7749,0.428,0.4606,0.8032,0.7203,0.3089,0.5167,0.0215,0.4258,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,66.5377,3.4437,17.0281,75.2623,75.2623
0.3152,0.6018,0.594,0.6094,0.7195,0.6805,0.5204,0.5577,0.1756,0.503,0.3478,0.3864,0.9628,0.9799,0.4146,0.8762,0.948,0.9982,0.092,0.469,0.4423,0.2407,0.995,0.9795,0.4799,0.6941,1.0397,0.7866,0.3878,0.6247,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,54.4995,50.2298,2.6211,75.2623,75.2623
0.3378,0.5693,0.6497,0.662,0.6767,0.7273,0.6131,0.6393,0.1427,0.5034,0.321,0.6887,0.4452,0.4563,0.846,0.6199,0.3779,0.3961,0.1876,0.5227,0.255,0.8255,0.354,0.3858,0.8613,0.7052,0.2403,0.454,0.0058,0.4274,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,67.2154,10.8517,13.0097,75.2623,75.2623
0.3156,0.6013,0.5948,0.6101,0.7189,0.6812,0.5217,0.5588,0.1751,0.5031,0.2664,0.5617,0.7909,0.8289,0.5001,0.8911,0.6975,0.9304,-0.0343,0.3873,0.3973,0.3325,0.8973,0.8925,0.5334,0.686,0.8938,0.729,0.3396,0.5867,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,55.3009,2.2183,9.4491,75.2623,75.2623
0.3375,0.5697,0.649,0.6613,0.6772,0.7266,0.6119,0.6382,0.1431,0.5034,0.498,0.4466,0.5078,0.4618,0.9475,0.3526,0.5751,0.0852,0.6382,0.7812,0.2874,0.8731,0.2427,0.2638,0.9715,0.6473,0.1657,0.3115,0.0391,0.4688,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,67.8209,12.7928,0.7462,75.2623,75.2623
0.3158,0.6009,0.5955,0.6108,0.7184,0.6818,0.5229,0.5599,0.1747,0.5031,0.2668,0.637,0.6463,0.6799,0.6276,0.8062,0.544,0.745,0.013,0.4142,0.3332,0.3393,0.9819,0.9977,0.4171,0.7891,0.9184,0.9144,0.2217,0.4989,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,56.0336,16.4634,22.2581,75.2623,75.2623
0.3372,0.5701,0.6483,0.6607,0.6778,0.7261,0.6107,0.6372,0.1435,0.5034,0.4816,0.3101,0.7929,0.7597,0.6864,0.5317,0.8612,0.4679,0.5248,0.7112,0.4105,0.7204,0.299,0.2835,1.0176,0.5196,0.3325,0.1695,0.2765,0.6234,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,68.3645,23.2683,0.8108,75.2623,75.2623
0.3161,0.6005,0.5962,0.6114,0.7179,0.6823,0.524,0.5608,0.1743,0.5031,0.1829,0.8384,0.455,0.5113,0.7205,0.8433,0.2803,0.6913,-0.1553,0.3191,0.1756,0.5599,0.8693,0.9314,0.3914,0.9377,0.6646,1.0546,-0.0817,0.3043,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,56.7062,1.0796,0.0,75.2623,75.2623
0.337,0.5705,0.6477,0.6601,0.6782,0.7255,0.6097,0.6363,0.1439,0.5034,0.4838,0.3108,0.814,0.7824,0.6613,0.5728,0.8955,0.5271,0.4777,0.696,0.5234,0.517,0.4619,0.4154,0.9651,0.4556,0.6,0.1679,0.475,0.7502,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,68.8547,22.1775,25.9219,75.2623,75.2623
0.3164,0.6002,0.5968,0.612,0.7174,0.6828,0.525,0.5617,0.1739,0.5031,0.1956,0.9592,0.2405,0.2893,0.9062,0.75,0.0787,0.4505,-0.1285,0.3534,0.1854,0.6411,0.7172,0.7733,0.5259,0.8622,0.5198,0.873,-0.0493,0.3335,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,57.3258,2.1654,1.3855,75.2623,75.2623
0.3367,0.5708,0.6471,0.6595,0.6787,0.725,0.6087,0.6354,0.1442,0.5034,0.3647,0.4823,0.7312,0.7354,0.6362,0.7003,0.7106,0.6518,0.2281,0.5423,0.6581,0.3811,0.5237,0.441,0.9967,0.3873,0.8054,0.0939,0.6339,0.8872,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,69.2986,34.3312,2.1991,75.2623,75.2623
0.3166,0.5998,0.5973,0.6125,0.717,0.6833,0.526,0.5626,0.1736,0.5031,0.2501,0.7811,0.4063,0.4384,0.8246,0.692,0.2757,0.4722,0.0497,0.4338,0.2113,0.6948,0.5894,0.6353,0.6508,0.783,0.4156,0.6978,0.0044,0.3784,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,57.8984,12.1159,7.4902,75.2623,75.2623
0.3365,0.5711,0.6465,0.659,0.6791,0.7246,0.6078,0.6346,0.1446,0.5034,0.4297,0.3296,0.9105,0.9003,0.5255,0.734,0.9621,0.7834,0.2858,0.5905,0.53,0.388,0.699,0.6575,0.7607,0.5891,0.8591,0.4635,0.4072,0.7141,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,69.7022,6.3855,28.4006,75.2623,75.2623
0.3168,0.5995,0.5979,0.613,0.7166,0.6838,0.5268,0.5633,0.1733,0.5031,0.3086,0.8436,0.2222,0.2339,1.0172,0.5647,0.1487,0.1996,0.1505,0.5203,0.0798,0.8282,0.5141,0.594,0.6373,0.825,0.1941,0.7328,-0.1232,0.2546,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,58.4295,26.7643,0.9453,75.2623,75.2623
0.3363,0.5714,0.646,0.6585,0.6795,0.7242,0.6069,0.6339,0.1449,0.5034,0.3345,0.5188,0.726,0.7399,0.6152,0.7447,0.6815,0.7068,0.1557,0.4992,0.6917,0.1914,0.8487,0.7666,0.7288,0.5648,1.1902,0.4865,0.5543,0.8587,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,70.0704,25.3081,8.5723,75.2623,75.2623
0.317,0.5992,0.5984,0.6135,0.7162,0.6842,0.5277,0.5641,0.173,0.5031,0.3037,0.7173,0.4142,0.4292,0.8628,0.6131,0.3264,0.3737,0.1777,0.5103,0.3172,0.5967,0.6105,0.6264,0.7033,0.7,0.5436,0.5894,0.1568,0.4971,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,0.3266,0.5854,0.6221,0.6359,0.6979,0.7041,0.5671,0.5988,0.159,0.5032,58.9241,3.6993,65.9368,75.2623,75.2623
