0.4067,0.4047,290.4166,287.9843
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
0.4067,0.4067,290.4166,290.4166
