0.8762,0.8629,232.0224,255.458
0.8762,0.8762,232.0224,232.0265
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
0.8762,0.8762,232.0224,232.0224
