0.0358,0.1601,0.2336,0.3474,0.431,0.5797,0.6402,0.7147,0.8479,0.8675,-0.0127,0.1205,0.2418,0.3133,0.4636,0.6097,0.6687,0.7293,0.8864,0.958,0.1071,0.2007,0.2271,0.2823,0.3229,0.427,0.5357,0.6721,0.7392,0.8029,0.0495,0.2123,0.3151,0.3276,0.5411,0.5467,0.6031,0.6204,0.8894,0.8903,0.0367,0.1291,0.144,0.3114,0.3445,0.4887,0.5144,0.6511,0.814,0.8268,0.0378,0.2383,0.3392,0.4596,0.5285,0.5777,0.5878,0.6376,0.8396,0.8456,0.0348,0.1232,0.2541,0.4242,0.5442,0.6531,0.6951,0.7031,0.8889,0.8952,-0.0222,0.132,0.2956,0.3733,0.4197,0.4561,0.5021,0.5366,0.8114,0.87,-0.1074,0.1143,0.1757,0.3428,0.4828,0.5395,0.5644,0.6757,0.9737,0.9847,0.0668,0.1531,0.3459,0.4725,0.6321,0.7056,0.7334,0.7505,0.8743,0.919,0.0202,0.0954,0.1452,0.2241,0.4712,0.4993,0.5648,0.6397,0.7841,0.8086,0.0,0.0,2.5718,0.0,0.0,2.3493,0.0206,23.647,3.9338,1.9964,0.1199
0.0358,0.1601,0.2336,0.3474,0.431,0.5797,0.6402,0.7147,0.8479,0.8675,-0.0127,0.1205,0.2418,0.3133,0.4636,0.6097,0.6687,0.7293,0.8864,0.958,-0.1062,0.0507,0.1952,0.4033,0.655,0.6801,0.6867,0.7561,0.9514,1.0115,0.0495,0.2123,0.3151,0.3276,0.5411,0.5467,0.6031,0.6204,0.8894,0.8903,0.0367,0.1291,0.144,0.3114,0.3445,0.4887,0.5144,0.6511,0.814,0.8268,-0.0992,0.0038,0.0247,0.0876,0.46,0.6453,0.7912,0.8312,0.948,1.0226,0.0094,0.1963,0.2048,0.2398,0.3485,0.4593,0.5324,0.667,0.8385,0.9019,-0.0086,0.0891,0.1268,0.1891,0.5097,0.7328,0.797,0.9335,0.9805,1.0174,0.1996,0.2683,0.2821,0.3409,0.4586,0.5984,0.6326,0.7053,0.7286,0.741,-0.0683,0.1176,0.1426,0.2238,0.4073,0.4951,0.5567,0.6572,0.8931,0.9263,-0.0269,0.2587,0.3011,0.35,0.4558,0.5789,0.6069,0.7518,1.0443,1.098,0.0,0.0,0.3941,0.0,0.0,17.2721,0.0,9.8499,23.7281,0.0,0.0
0.0358,0.1601,0.2336,0.3474,0.431,0.5797,0.6402,0.7147,0.8479,0.8675,-0.0127,0.1205,0.2418,0.3133,0.4636,0.6097,0.6687,0.7293,0.8864,0.958,0.0586,0.2325,0.2637,0.2708,0.3377,0.5,0.5791,0.668,0.8737,0.9051,0.0495,0.2123,0.3151,0.3276,0.5411,0.5467,0.6031,0.6204,0.8894,0.8903,0.0367,0.1291,0.144,0.3114,0.3445,0.4887,0.5144,0.6511,0.814,0.8268,0.0219,0.1685,0.2305,0.3009,0.4595,0.6168,0.6489,0.7814,0.919,0.9484,0.0094,0.1963,0.2048,0.2398,0.3485,0.4593,0.5324,0.667,0.8385,0.9019,0.01,0.1916,0.2706,0.3424,0.4226,0.5294,0.5735,0.6616,0.8816,0.9235,-0.2924,0.0155,0.1621,0.2493,0.3567,0.4377,0.5282,0.6459,1.1329,1.1974,-0.0683,0.1176,0.1426,0.2238,0.4073,0.4951,0.5567,0.6572,0.8931,0.9263,-0.0269,0.2587,0.3011,0.35,0.4558,0.5789,0.6069,0.7518,1.0443,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6174,0.0,0.0
0.0358,0.1601,0.2336,0.3474,0.431,0.5797,0.6402,0.7147,0.8479,0.8675,-0.0127,0.1205,0.2418,0.3133,0.4636,0.6097,0.6687,0.7293,0.8864,0.958,0.0586,0.2325,0.2637,0.2708,0.3377,0.5,0.5791,0.668,0.8737,0.9051,0.0495,0.2123,0.3151,0.3276,0.5411,0.5467,0.6031,0.6204,0.8894,0.8903,0.0367,0.1291,0.144,0.3114,0.3445,0.4887,0.5144,0.6511,0.814,0.8268,0.0219,0.1685,0.2305,0.3009,0.4595,0.6168,0.6489,0.7814,0.919,0.9484,0.0094,0.1963,0.2048,0.2398,0.3485,0.4593,0.5324,0.667,0.8385,0.9019,0.01,0.1916,0.2706,0.3424,0.4226,0.5294,0.5735,0.6616,0.8816,0.9235,-0.1389,0.1034,0.1972,0.273,0.3923,0.4929,0.5618,0.6732,1.0117,1.0637,-0.0683,0.1176,0.1426,0.2238,0.4073,0.4951,0.5567,0.6572,0.8931,0.9263,-0.0269,0.2587,0.3011,0.35,0.4558,0.5789,0.6069,0.7518,1.0443,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.025,0.0,0.0
0.0358,0.1601,0.2336,0.3474,0.431,0.5797,0.6402,0.7147,0.8479,0.8675,-0.0127,0.1205,0.2418,0.3133,0.4636,0.6097,0.6687,0.7293,0.8864,0.958,0.0586,0.2325,0.2637,0.2708,0.3377,0.5,0.5791,0.668,0.8737,0.9051,0.0495,0.2123,0.3151,0.3276,0.5411,0.5467,0.6031,0.6204,0.8894,0.8903,0.0367,0.1291,0.144,0.3114,0.3445,0.4887,0.5144,0.6511,0.814,0.8268,0.0219,0.1685,0.2305,0.3009,0.4595,0.6168,0.6489,0.7814,0.919,0.9484,0.0094,0.1963,0.2048,0.2398,0.3485,0.4593,0.5324,0.667,0.8385,0.9019,0.01,0.1916,0.2706,0.3424,0.4226,0.5294,0.5735,0.6616,0.8816,0.9235,0.3297,0.3695,0.3905,0.4165,0.5044,0.5537,0.5549,0.6795,0.6827,0.7515,-0.0683,0.1176,0.1426,0.2238,0.4073,0.4951,0.5567,0.6572,0.8931,0.9263,-0.0269,0.2587,0.3011,0.35,0.4558,0.5789,0.6069,0.7518,1.0443,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.656,0.0,0.0
0.0358,0.1601,0.2336,0.3474,0.431,0.5797,0.6402,0.7147,0.8479,0.8675,-0.0127,0.1205,0.2418,0.3133,0.4636,0.6097,0.6687,0.7293,0.8864,0.958,0.0586,0.2325,0.2637,0.2708,0.3377,0.5,0.5791,0.668,0.8737,0.9051,0.0495,0.2123,0.3151,0.3276,0.5411,0.5467,0.6031,0.6204,0.8894,0.8903,0.0367,0.1291,0.144,0.3114,0.3445,0.4887,0.5144,0.6511,0.814,0.8268,0.0219,0.1685,0.2305,0.3009,0.4595,0.6168,0.6489,0.7814,0.919,0.9484,0.0094,0.1963,0.2048,0.2398,0.3485,0.4593,0.5324,0.667,0.8385,0.9019,0.01,0.1916,0.2706,0.3424,0.4226,0.5294,0.5735,0.6616,0.8816,0.9235,0.1079,0.2341,0.2864,0.3386,0.4484,0.5423,0.5834,0.677,0.8236,0.8625,-0.0683,0.1176,0.1426,0.2238,0.4073,0.4951,0.5567,0.6572,0.8931,0.9263,-0.0269,0.2587,0.3011,0.35,0.4558,0.5789,0.6069,0.7518,1.0443,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,0.0
0.0358,0.1601,0.2336,0.3474,0.431,0.5797,0.6402,0.7147,0.8479,0.8675,-0.0127,0.1205,0.2418,0.3133,0.4636,0.6097,0.6687,0.7293,0.8864,0.958,0.0586,0.2325,0.2637,0.2708,0.3377,0.5,0.5791,0.668,0.8737,0.9051,0.0495,0.2123,0.3151,0.3276,0.5411,0.5467,0.6031,0.6204,0.8894,0.8903,0.0367,0.1291,0.144,0.3114,0.3445,0.4887,0.5144,0.6511,0.814,0.8268,0.0219,0.1685,0.2305,0.3009,0.4595,0.6168,0.6489,0.7814,0.919,0.9484,0.0094,0.1963,0.2048,0.2398,0.3485,0.4593,0.5324,0.667,0.8385,0.9019,0.01,0.1916,0.2706,0.3424,0.4226,0.5294,0.5735,0.6616,0.8816,0.9235,-0.4407,-0.1033,-0.0052,0.1331,0.2832,0.5244,0.6458,0.7249,1.1643,1.1687,-0.0683,0.1176,0.1426,0.2238,0.4073,0.4951,0.5567,0.6572,0.8931,0.9263,-0.0269,0.2587,0.3011,0.35,0.4558,0.5789,0.6069,0.7518,1.0443,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8738,0.0,0.0
0.0358,0.1601,0.2336,0.3474,0.431,0.5797,0.6402,0.7147,0.8479,0.8675,-0.0127,0.1205,0.2418,0.3133,0.4636,0.6097,0.6687,0.7293,0.8864,0.958,0.0586,0.2325,0.2637,0.2708,0.3377,0.5,0.5791,0.668,0.8737,0.9051,0.0495,0.2123,0.3151,0.3276,0.5411,0.5467,0.6031,0.6204,0.8894,0.8903,0.0367,0.1291,0.144,0.3114,0.3445,0.4887,0.5144,0.6511,0.814,0.8268,0.0219,0.1685,0.2305,0.3009,0.4595,0.6168,0.6489,0.7814,0.919,0.9484,0.0094,0.1963,0.2048,0.2398,0.3485,0.4593,0.5324,0.667,0.8385,0.9019,0.01,0.1916,0.2706,0.3424,0.4226,0.5294,0.5735,0.6616,0.8816,0.9235,-0.4168,-0.0885,0.0068,0.1413,0.291,0.525,0.6425,0.7231,1.1493,1.1559,-0.0683,0.1176,0.1426,0.2238,0.4073,0.4951,0.5567,0.6572,0.8931,0.9263,-0.0269,0.2587,0.3011,0.35,0.4558,0.5789,0.6069,0.7518,1.0443,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8839,0.0,0.0
0.0358,0.1601,0.2336,0.3474,0.431,0.5797,0.6402,0.7147,0.8479,0.8675,-0.0127,0.1205,0.2418,0.3133,0.4636,0.6097,0.6687,0.7293,0.8864,0.958,0.0586,0.2325,0.2637,0.2708,0.3377,0.5,0.5791,0.668,0.8737,0.9051,0.0495,0.2123,0.3151,0.3276,0.5411,0.5467,0.6031,0.6204,0.8894,0.8903,0.0367,0.1291,0.144,0.3114,0.3445,0.4887,0.5144,0.6511,0.814,0.8268,0.0219,0.1685,0.2305,0.3009,0.4595,0.6168,0.6489,0.7814,0.919,0.9484,0.0094,0.1963,0.2048,0.2398,0.3485,0.4593,0.5324,0.667,0.8385,0.9019,0.01,0.1916,0.2706,0.3424,0.4226,0.5294,0.5735,0.6616,0.8816,0.9235,-0.3797,-0.0653,0.0256,0.1542,0.303,0.526,0.6375,0.7202,1.1261,1.1359,-0.0683,0.1176,0.1426,0.2238,0.4073,0.4951,0.5567,0.6572,0.8931,0.9263,-0.0269,0.2587,0.3011,0.35,0.4558,0.5789,0.6069,0.7518,1.0443,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6492,0.0,0.0
0.0358,0.1601,0.2336,0.3474,0.431,0.5797,0.6402,0.7147,0.8479,0.8675,-0.0127,0.1205,0.2418,0.3133,0.4636,0.6097,0.6687,0.7293,0.8864,0.958,0.0586,0.2325,0.2637,0.2708,0.3377,0.5,0.5791,0.668,0.8737,0.9051,0.0495,0.2123,0.3151,0.3276,0.5411,0.5467,0.6031,0.6204,0.8894,0.8903,0.0367,0.1291,0.144,0.3114,0.3445,0.4887,0.5144,0.6511,0.814,0.8268,0.0219,0.1685,0.2305,0.3009,0.4595,0.6168,0.6489,0.7814,0.919,0.9484,0.0094,0.1963,0.2048,0.2398,0.3485,0.4593,0.5324,0.667,0.8385,0.9019,0.01,0.1916,0.2706,0.3424,0.4226,0.5294,0.5735,0.6616,0.8816,0.9235,-0.3095,-0.0216,0.0612,0.1788,0.3256,0.5281,0.6282,0.715,1.0823,1.0981,-0.0683,0.1176,0.1426,0.2238,0.4073,0.4951,0.5567,0.6572,0.8931,0.9263,-0.0269,0.2587,0.3011,0.35,0.4558,0.5789,0.6069,0.7518,1.0443,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
